Facility_Name,Facility_Type,Latitude,Longitude,Data_Sources,Confidence_Score,OSM_ID,Category,Dist_Zipline_km
Pill Point Pharmacy,Pharmacy,5.646892,-0.060537,"OSM,HDX,healthsites",0.81,6700705046,Other,74.84330198174993
Pill Point Pharmacy,Pharmacy,5.5687083,-0.2867084,"OSM,HDX,healthsites",0.81,9039039190,Other,72.30090578001195
PillBox Phamacy,Pharmacy,5.6784112,-0.1741713,"OSM,HDX,healthsites",0.81,10296275200,Other,65.33618262823045
Pillpoint,Pharmacy,5.6362297,-0.1035126,"OSM,HDX,healthsites",0.81,6601013046,Other,73.24004465545677
Pillpoint Pharmacy,Pharmacy,5.6316754,-0.2520716,"OSM,HDX,healthsites",0.81,7142921288,Other,66.70577767410734
Pillpoint Pharmacy (Retail),Pharmacy,5.6470772,-0.1689755,"OSM,HDX,healthsites",0.81,5300409376,Other,68.68527792788026
Platinum P-Care,Pharmacy,5.2776429,-1.9949705,"OSM,HDX,healthsites",0.81,9602396344,Other,113.762389094083
Pokuase Pharmacy,Pharmacy,5.6728171,-0.2915176,"OSM,HDX,healthsites",0.81,7799331930,Other,61.0494734468519
Poll Point Pharmacy,Pharmacy,5.5851971,-0.1002885,"OSM,HDX,healthsites",0.81,6700466399,Other,78.29659598910764
Power Shower Pharmacy,Pharmacy,5.648972,-0.0764754,"OSM,HDX,healthsites",0.82,10948757093,Other,73.6591826573711
Praso Pharmacy,Pharmacy,5.6111249,-1.5487222,"OSM,HDX,healthsites",0.81,10284772618,Other,121.33873621493703
Premium Pharmacy and Mart,Pharmacy,5.5524154,-0.1783399,"OSM,HDX,healthsites",0.81,6700363806,Other,77.78963664882725
Presben Pharmacy Limited,Pharmacy,7.0886248,-2.0267916,"OSM,HDX,healthsites",0.81,7574477905,Other,70.94924389354175
Priceline Pharmacy,Pharmacy,6.8715388,-1.5099093,"OSM,HDX,healthsites",0.81,9993863978,Other,24.462330916552222
PrijoPharma,Pharmacy,5.6424691,-0.2497405,"OSM,HDX,healthsites",0.81,7316574318,Other,65.66195324349576
Prime,Pharmacy,5.6388459,-0.1230814,"OSM,HDX,healthsites",0.81,6446698786,Other,71.89009558035104
Prime,Pharmacy,5.6043836,-0.1752295,"OSM,HDX,healthsites",0.81,9123339417,Other,72.65108171339106
Prime Pharmacy,Pharmacy,5.6007128,-0.2252321,"OSM,HDX,healthsites",0.81,6593471393,Other,70.9256695786302
Prince Obour Mintah Pharmacy,Pharmacy,5.8215851,-2.8225803,"OSM,HDX,healthsites",0.81,8048887331,Other,54.67705583941704
Pro-Life Pharmacy,Pharmacy,5.6010349,-0.1198714,"OSM,HDX,healthsites",0.81,1590950161,Other,75.71502892149435
Provider Pharmacy,Pharmacy,5.8089251,-2.4368761,"OSM,HDX",0.67,13546460981,Other,41.59256639509345
QP Pharmacy,Pharmacy,5.6735972,-0.1146084,"OSM,HDX,healthsites",0.81,12580368164,Other,69.07701615858393
QuasiPharma,Pharmacy,5.5526358,-0.1842526,"OSM,HDX,healthsites",0.81,7213787583,Other,77.51972677408271
RX Pharmacy,Pharmacy,5.7496538,-0.1825066,"OSM,HDX,healthsites",0.83,7331952065,Other,57.98679218452081
Rabille Pharmacy,Pharmacy,5.6059247,-0.2470625,"OSM,HDX,healthsites",0.81,9595225678,Other,69.58151356181996
Rabito Pharmacy,Pharmacy,6.2910843,-0.4746788,"OSM,HDX,healthsites",0.81,9922896817,Other,10.269716272916524
Rabitto Pharmacy,Pharmacy,6.2913819,-0.4743928,"OSM,HDX,healthsites",0.81,10691788254,Other,10.291404947447855
Radiance Pharmacy,Pharmacy,5.6686491,-0.1880574,"OSM,HDX,healthsites",0.81,5210899221,Other,65.6118840558036
"Rahma Pharmacy Limited, Yeji",Pharmacy,8.22882,-0.6501933,"OSM,HDX,healthsites",0.82,11329489169,Other,84.9182644221842
Raise chemist,Pharmacy,5.6526296,-0.2506619,"OSM,HDX,healthsites",0.81,7267248249,Other,64.56853188053509
Range Pharmacy,Pharmacy,6.6812402,-1.6339319,"OSM,HDX,healthsites",0.81,10695762643,Other,49.577148117678604
Ranstell Pharmacy,Pharmacy,5.898781,0.5225453,"OSM,HDX,healthsites",0.81,9368231190,Other,76.42556802730262
Reanie Chemist Limited,Pharmacy,5.6097826,-0.1804577,"OSM,HDX,healthsites",0.81,5732865813,Other,71.86872227572873
Rebeacon Chemists Limited,Pharmacy,5.6659402,-0.2042964,"OSM,HDX,healthsites",0.81,10261046914,Other,65.12172861303006
Regent Pharmacy,Pharmacy,5.5661853,-0.2335634,"OSM,HDX,healthsites",0.81,5751454691,Other,74.22354955901581
Regiben Pharmacy,Pharmacy,5.358401,-0.6330962,"OSM,HDX,healthsites",0.82,8942194408,Other,95.63437999175439
Reinna Pharmacy,Pharmacy,5.6750445,-0.1209314,"OSM,HDX,healthsites",0.81,13061601830,Other,68.57117746386346
Rejoice Sename,Pharmacy,5.5086452,-0.3366135,"OSM,HDX,healthsites",0.81,7775298756,Other,77.70614673087786
Relish/Akai,Pharmacy,5.5663633,-0.1829188,"OSM,HDX,healthsites",0.81,4462237991,Other,76.17035871354422
Retina Pharmacy,Pharmacy,5.6424756,-0.1096018,"OSM,HDX,healthsites",0.81,6502579538,Other,72.30016741194272
Revman Pharmacy,Pharmacy,5.609216,-0.2457014,"OSM,HDX,healthsites",0.82,5965868710,Other,69.28453043048337
Rhamshiv Pharmacy,Pharmacy,5.6412601,-0.1739646,"OSM,HDX,healthsites",0.81,5235963521,Other,69.01834630975013
Rhino Pharmacy,Pharmacy,5.6537763,-0.0641564,"OSM,HDX,healthsites",0.82,10980545163,Other,73.98934545682616
Riad,Pharmacy,5.902439,0.9889165,"OSM,HDX,healthsites",0.81,7120536455,Other,112.09711805049733
Rich Pharmacy,Pharmacy,5.6113988,-0.2439209,"OSM,HDX,healthsites",0.93,6290813210,Other,69.11954263885625
Richard Kokah Pharmacy,Pharmacy,5.8226662,-2.8213036,"OSM,HDX,healthsites",0.81,8015037289,Other,54.493124302379044
Richben Pharmacy Limited,Pharmacy,5.5905479,-0.1814424,"OSM,HDX,healthsites",0.82,5236480338,Other,73.77125566628344
Riky Pharmacy,Pharmacy,9.4054438,-0.8414646,"OSM,HDX,healthsites",0.81,1814485423,Other,104.22589072286928
Rima-Riva,Pharmacy,6.6957486,-1.6563211,"OSM,HDX,healthsites",0.81,6937973927,Other,49.699072618883434
Robbie's Chemist,Pharmacy,5.6009615,-0.2307241,"OSM,HDX,healthsites",0.81,6352298093,Other,70.69228051735041
Robert Gyedu Pharmacy,Pharmacy,4.9113515,-1.777753,"OSM,HDX,healthsites",0.81,7745148440,Other,160.8610314025448
Rock Chemist,Pharmacy,5.6305756,-0.2350594,"OSM,HDX,healthsites",0.82,5987250116,Other,67.45050865052653
Rockwell Pharmacy And Mart,Pharmacy,5.730797,0.0277715,"OSM,HDX,healthsites",0.81,6031380950,Other,74.00902764329739
Rokdel,Pharmacy,6.6751253,-1.5587101,"OSM,HDX,healthsites",0.81,11290265326,Other,46.1165392097595
Roman Pharmacy Limited,Pharmacy,6.1029224,-0.2664831,"OSM,HDX,healthsites",0.81,6281690204,Other,22.746952381572715
Rose Arthur Pharmacy,Pharmacy,5.8229612,-2.8240147,"OSM,HDX,healthsites",0.81,8048899892,Other,54.67524980662507
Rose Aryiretey Licenced Chemical Seller,Pharmacy,9.4274108,-0.857189,"OSM,HDX,healthsites",0.82,2509337553,Other,101.88334536830367
Rosmond Pharmacy,Pharmacy,5.6093419,-0.1120154,"OSM,HDX,healthsites",0.82,8071501405,Other,75.33241224117495
Ryt Pharmacy Ho,Pharmacy,6.6200096,0.4712475,"OSM,HDX,healthsites",0.82,2319464976,Other,37.11460343073632
S Fuseini OTC,Pharmacy,5.6718965,-0.1225815,"OSM,HDX,healthsites",0.81,13061587013,Other,68.77233642877296
S.A Abande Medical Store,Pharmacy,5.1400038,-1.2451388,"OSM,HDX,healthsites",0.81,8077139065,Other,147.11725109612487
S.K Agyapong Over the Canter,Pharmacy,5.6048372,-0.0805365,"OSM,HDX,healthsites",0.81,6478425887,Other,77.5289377148
S.K Nsiah,Pharmacy,6.8040709,-2.516032,"OSM,HDX,healthsites",0.81,6653483985,Other,68.88223419948932
SDA Hospital Pharmacy,Pharmacy,6.6995571,-1.6598347,"OSM,HDX,healthsites",0.82,12556609499,Other,49.59986219715413
SDG P-Mocent Pharmacy Ltd.,Pharmacy,6.6599124,-1.5287746,"OSM,HDX,healthsites",0.81,11401569432,Other,46.42203807622439
Saaka Saeed,Pharmacy,9.9944517,-2.5150058,"OSM,HDX",0.67,13537244660,Other,191.5600926219798
Sadas Chemists,Pharmacy,5.5670145,-0.162997,"OSM,HDX,healthsites",0.81,6387882586,Other,76.97593024882717
Safe life Pharmacy,Pharmacy,5.107106,-1.2524163,"OSM,HDX,healthsites",0.81,6521200239,Other,150.5176273389548
Sakeena Ofosu,Pharmacy,5.6583712,-0.2536678,"OSM,HDX,healthsites",0.81,6975562195,Other,63.8587924249419
Salbelia Licenced Chemical Store,Pharmacy,9.4529281,-0.844909,"OSM,HDX,healthsites",0.82,6657453042,Other,98.99494626080525
Samsel,Pharmacy,5.6062227,-0.115103,"OSM,HDX,healthsites",0.81,8707722417,Other,75.46641217852077
Samuel Ntifful Pharmarcy,Pharmacy,5.1741366,-1.1216926,"OSM,HDX,healthsites",0.81,8142883220,Other,136.14955110310135
Sancotex Pharmacy,Pharmacy,5.111872,-1.2453892,"OSM,HDX,healthsites",0.82,6532592716,Other,149.63160629759804
Santa,Pharmacy,5.6817878,-0.0501367,"OSM,HDX,healthsites",0.81,6816243585,Other,72.39886750593594
Santa Theres Pharmacy,Pharmacy,5.628528,-0.0839941,"OSM,HDX,healthsites",0.82,10970871490,Other,75.10159951031383
Sapphire Pharmacy,Pharmacy,5.6918317,-0.0234565,OSM,0.53,930106836,Other,73.36658489581313
Saqs Pharmacy,Pharmacy,6.6717718,-1.6051833,"OSM,HDX,healthsites",0.81,6593269623,Other,48.79600341192389
Sarps Pharmacy,Pharmacy,6.6890214,-1.6135559,"OSM,HDX,healthsites",0.81,6037962270,Other,47.63378874353577
Scab,Pharmacy,7.5931823,-1.9360394,"OSM,HDX,healthsites",0.81,10875107299,Other,85.1138024718906
Sebatos,Pharmacy,5.6037136,-0.086643,"OSM,HDX,healthsites",0.92,5714094831,Other,77.2844309009591
Seed Pharmacy,Pharmacy,5.6824012,-0.1203462,"OSM,HDX,healthsites",0.81,12686045454,Other,67.91450639634196
Selack Pharmacy,Pharmacy,6.1292114,0.7952012,"OSM,HDX,healthsites",0.82,12945100702,Other,80.4974746506195
Select,Pharmacy,5.5516399,-0.3294584,"OSM,HDX,healthsites",0.81,9738244761,Other,73.1495021312585
Senes Pharmacy,Pharmacy,5.7728011,-0.0012935,"OSM,HDX,healthsites",0.82,6095220985,Other,68.45813299337556
Senes Pharmacy,Pharmacy,5.6975559,-0.037444,"OSM,HDX,healthsites",0.81,9592393312,Other,71.89522186372007
Senes Pharmacy,Pharmacy,5.6220342,-0.0565894,"OSM,HDX,healthsites",0.82,10997377831,Other,77.36020976324095
Septal,Pharmacy,5.6005416,-0.2389855,"OSM,HDX,healthsites",0.81,5956685479,Other,70.43268199385939
Sergen,Pharmacy,5.5999959,-0.2550004,"OSM,HDX,healthsites",0.82,7215965920,Other,69.93258690913906
Seven Stars Chemist Limited,Pharmacy,6.7472086,-1.6397916,"OSM,HDX,healthsites",0.81,6532656562,Other,44.09877501948337
Seyama Pharmaceuticals,Pharmacy,5.5819067,-0.2302298,"OSM,HDX,healthsites",0.81,6278004864,Other,72.6973971928296
Shapelife Pharmacy,Pharmacy,6.1878525,-0.3640493,"OSM,HDX,healthsites",0.82,12896757065,Other,9.238993389765115
Shekiel Pharmacy,Pharmacy,7.3330768,-2.3261551,"OSM,HDX,healthsites",0.81,6503866994,Other,108.36593626453138
Sibs Pharmacy Limited,Pharmacy,5.55949,-0.1595029,"OSM,HDX",0.67,13527398544,Other,77.89355988791688
Sievako Pharmacy Limited,Pharmacy,5.5916097,-0.2045251,"OSM,HDX,healthsites",0.93,7018299902,Other,72.68406028473974
Sing Praises,Pharmacy,5.6064469,-0.0861401,"OSM,HDX,healthsites",0.81,5708784721,Other,77.05427363007564
Sir Swanzy Chemicals,Pharmacy,5.5896952,-0.2583591,"OSM,HDX,healthsites",0.81,7198661876,Other,70.90913552287009
Six Stars Pharmacy,Pharmacy,7.3287889,-2.3224953,"OSM,HDX,healthsites",0.81,6504090026,Other,107.84458261036893
Skycare Pharmacy,Pharmacy,6.1060628,-0.2476063,"OSM,HDX,healthsites",0.81,6372816494,Other,24.44100728967937
Slava Pharmacy,Pharmacy,9.427893,-0.8421459,"OSM,HDX,healthsites",0.82,1815412130,Other,101.74802956703147
Solutions Pharmaceuticals Limited,Pharmacy,5.6409902,-0.1774232,"OSM,HDX,healthsites",0.81,5300408284,Other,68.87886305797056
Speed Pharmacy,Pharmacy,5.5955838,-0.1336578,"OSM,HDX,healthsites",0.81,5322314854,Other,75.53382640247246
St Kem Pharmacy,Pharmacy,5.6680847,-0.1818992,"OSM,HDX,healthsites",0.81,5794952811,Other,65.96773046383193
St. Martin's Chemists,Pharmacy,5.289648,-2.7782106,"OSM,HDX,healthsites",0.93,7329467685,Other,103.90543334165434
St.DOMINIC,Pharmacy,6.8496529,-1.3971473,"OSM,HDX,healthsites",0.81,4595157289,Other,22.69068665012643
Stadium Pharmacy Limited,Pharmacy,9.4077224,-0.8622684,"OSM,HDX,healthsites",0.81,6544021969,Other,104.09041946436915
Star Med,Pharmacy,5.5854364,-0.1022472,"OSM,HDX,healthsites",0.82,7600588293,Other,78.16760113180086
Starwin Products Ltd,Pharmacy,5.5589459,-0.2227967,"OSM,HDX,healthsites",0.81,4430009890,Other,75.36614680347728
Stellex Pharmacy,Pharmacy,6.6247696,-1.2112917,"OSM,HDX,healthsites",0.81,11203594894,Other,51.27670387106822
Sterada Pharmacy Limited,Pharmacy,5.5757875,-0.188781,"OSM,HDX,healthsites",0.82,6892763208,Other,74.9592580575942
Stramark Pharmacy,Pharmacy,6.584648,0.4623838,"OSM,HDX,healthsites",0.81,8542710917,Other,34.83002085224348
Strong Pharmacy,Pharmacy,5.6451368,-0.0941693,"OSM,HDX,healthsites",0.83,10967534119,Other,72.94675407739932
Success Key Pharmacy and Mini Mart,Pharmacy,5.6037671,-0.2434982,"OSM,HDX,healthsites",0.81,10280126882,Other,69.93354338744412
Success Pharmacy,Pharmacy,5.7507063,-0.1848405,"OSM,HDX,healthsites",0.93,6464523586,Other,57.756347045585365
Sunday Medicine,Pharmacy,9.3856902,-0.8557914,"OSM,HDX,healthsites",0.82,6657361486,Other,106.48208222578934
Supreme Total Care;ECG Sales Point,Pharmacy,5.7669219,0.0088949,OSM,0.53,1246021750,Other,69.72219270407345
Swanlake Pharmacy,Pharmacy,5.6564277,-0.2521363,"OSM,HDX,healthsites",0.81,7267284362,Other,64.11806937723121
Syrene Health Services,Pharmacy,5.5446575,-0.213842,"OSM,HDX,healthsites",0.81,6218840085,Other,77.1854115420378
T T medicine shop,Pharmacy,7.7931639,-0.060264,"OSM,HDX,healthsites",0.81,5938286600,Other,5.2964577107882915
T.M Pharmacy,Pharmacy,6.7820006,-1.5780984,"OSM,HDX,healthsites",0.81,9765881079,Other,36.89461754081274
TC Pharmacy,Pharmacy,6.0953855,-0.256408,"OSM,HDX,healthsites",0.81,6256615236,Other,24.127271817842534
TJ Nhyira Herbal Home,Pharmacy,5.5969511,-0.1185132,"OSM,HDX,healthsites",0.81,6779147423,Other,76.18377047520113
TTL Pharmacy,Pharmacy,7.3648414,-2.3154087,"OSM,HDX,healthsites",0.81,10237531632,Other,108.28670554591514
Tap Pharmacy,Pharmacy,5.6902692,-0.1969148,"OSM,HDX,healthsites",0.82,6703755509,Other,63.03253435876901
Tedgin Services,Pharmacy,5.1281188,-1.2741336,"OSM,HDX,healthsites",0.81,6556876189,Other,150.1104207181025
Tedolex Pharmacy,Pharmacy,5.6080762,-0.2422966,"OSM,HDX,healthsites",0.81,5199760922,Other,69.52547033135983
Telad Pharmacy,Pharmacy,5.6927425,-0.1721517,"OSM,HDX,healthsites",0.81,4400511291,Other,64.03945784473741
Telad Pharmay,Pharmacy,5.6833155,-0.132243,"OSM,HDX,healthsites",0.81,5029455806,Other,67.137425794306
The Mall Pharmacy,Pharmacy,5.6130891,-0.0720014,"OSM,HDX,healthsites",0.81,6919099377,Other,77.25483077691752
The Medipoint,Pharmacy,5.6326678,-0.1396273,"OSM,HDX,healthsites",0.81,5083433636,Other,71.59694481767804
Theodore Semey Kwaku,Pharmacy,5.9109714,0.9906113,"OSM,HDX,healthsites",0.81,3960377428,Other,111.70747989243088
Theonic Pharmacy,Pharmacy,5.7086378,-0.0160686,"OSM,HDX,healthsites",0.81,7812284286,Other,72.47963647626453
Thomas Amonle Pharmacy,Pharmacy,5.2919803,-2.7712444,"OSM,HDX,healthsites",0.93,7325629087,Other,103.42093252634176
Three Ace Pharmacy,Pharmacy,5.5900471,-0.1114176,"OSM,HDX,healthsites",0.81,6586388406,Other,77.23011991482393
Tifere Abdullai,Pharmacy,9.8671914,-2.4390963,"OSM,HDX,healthsites",0.82,9403707435,Other,186.95668283198694
Timeless Pharmacy,Pharmacy,7.397837,-2.1832994,"OSM,HDX,healthsites",0.81,6702615980,Other,95.94305419097893
Tinattet Herbal Centre,Pharmacy,5.5875704,-0.0989921,"OSM,HDX,healthsites",0.81,6732455567,Other,78.13829938041472
Tobinco,Pharmacy,4.8963519,-1.7636828,"OSM,HDX,healthsites",0.82,5046972667,Other,163.0702436540629
Tobinco,Pharmacy,5.5794498,-0.2653315,"OSM,HDX,healthsites",0.81,9602395871,Other,71.77383191292897
Tobinco Pharmaceuticals Limited,Pharmacy,5.593222,-0.2065569,"OSM,HDX,healthsites",0.81,5005175758,Other,72.43557929946515
Tobinco Pharmacy,Pharmacy,4.9086545,-1.7698019,"OSM,HDX,healthsites",0.81,7745633847,Other,161.5516995403706
Tobinco Pharmacy,Pharmacy,5.5508326,-0.2076851,"OSM,HDX,healthsites",0.81,9942010487,Other,76.77377756884535
Tofeefy Pharmacy,Pharmacy,5.6524842,-0.2469216,"OSM,HDX,healthsites",0.81,7471932854,Other,64.7237017122346
Tohaba Pharmacy,Pharmacy,5.6222037,-0.1242919,"OSM,HDX,healthsites",0.81,6700460529,Other,73.42716191737927
Tony Joyce Pharmacy,Pharmacy,5.6011009,-0.1203926,"OSM,HDX,healthsites",0.82,6575423200,Other,75.68108469722978
Tonya,Pharmacy,5.276609,-2.0040279,"OSM,HDX,healthsites",0.81,10589701128,Other,113.38860357514098
Tonya Pharmacy,Pharmacy,5.3110481,-1.9924771,"OSM,HDX,healthsites",0.81,5435600812,Other,110.66394210156218
Top Pill,Pharmacy,5.6515282,-0.0071048,"OSM,HDX,healthsites",0.81,6453275522,Other,77.96828540264082
Top Pill Pharmacy,Pharmacy,5.6725626,-0.0148422,"OSM,HDX,healthsites",0.81,4313553906,Other,75.61906798417144
Top in Town Pharmacy and Mart,Pharmacy,5.6448412,-0.0923298,"OSM,HDX,healthsites",0.82,11002821720,Other,73.08339505513985
Top up pharmacy,Pharmacy,5.6325774,-0.0132763,"OSM,HDX,healthsites",0.81,11056783508,Other,79.20233920467804
Top-Up Pharmacy,Pharmacy,5.5646008,-0.1811741,"OSM,HDX,healthsites",0.81,5128388439,Other,76.42445931215825
Top-Up Pharmacy,Pharmacy,5.6255176,-0.0778727,"OSM,HDX,healthsites",0.82,6742877664,Other,75.74613083953982
Top-up,Pharmacy,5.7513455,-0.0089373,"OSM,HDX,healthsites",0.81,10264578937,Other,69.53543834911225
Topmed Pharmacy,Pharmacy,5.7573286,-0.3311414,"OSM,HDX,healthsites",0.81,6925089485,Other,50.87278804599183
Trafalgar Gate Pharmacy,Pharmacy,6.6037836,0.4832234,"OSM,HDX,healthsites",0.82,6553299076,Other,37.693080266268936
Treasure Image Pharmacy,Pharmacy,5.5279801,-0.3871832,"OSM,HDX,healthsites",0.81,3830300488,Other,74.90017448054667
Trekanet Pharmacy,Pharmacy,6.7289428,-1.6438374,"OSM,HDX,healthsites",0.82,6166883975,Other,45.9504006716801
Trust Aid Pharmacy,Pharmacy,5.6914012,-0.0330293,OSM,0.53,931986016,Other,72.73194236415378
Trust Care Pharmacy,Pharmacy,9.459276,-0.8456562,"OSM,HDX,healthsites",0.82,6657453038,Other,98.29740413295792
Tudu Pharmacy,Pharmacy,5.5530775,-0.2082687,"OSM,HDX,healthsites",0.81,5150562249,Other,76.5184323881516
UB Pharmacy,Pharmacy,9.39557,-0.8479453,"OSM,HDX,healthsites",0.82,6657361530,Other,105.34760912089921
"Unicaom Chemist Limited, Wholesale",Pharmacy,5.6066931,-0.2479243,"OSM,HDX,healthsites",0.81,10307345656,Other,69.47070210415782
Unicom,Pharmacy,5.6678207,-0.1885677,"OSM,HDX,healthsites",0.81,5824861049,Other,65.66979960093607
Unicom,Pharmacy,5.6680965,-0.2397791,"OSM,HDX,healthsites",0.81,10249852524,Other,63.384155029958364
Unicom Chemist,Pharmacy,5.687461,-0.1153529,"OSM,HDX,healthsites",0.81,12658040471,Other,67.73842084703656
Unicom Chemist Limited,Pharmacy,5.5592037,-0.2652905,"OSM,HDX,healthsites",0.82,2574744949,Other,73.92777122148829
Unicom Pharmacy,Pharmacy,5.5615008,-0.1820782,"OSM,HDX,healthsites",0.81,9795356718,Other,76.70289910923546
Unicorn Chemist Limited,Pharmacy,5.5715983,-0.2331402,"OSM,HDX,healthsites",0.82,10285787760,Other,73.67107814251894
Union Square Pharmacy,Pharmacy,5.1368021,-1.2718076,"OSM,HDX,healthsites",0.81,8086059307,Other,149.19292277969024
Unnamed Pharmacy,Pharmacy,5.0964895,-1.3366499,"OSM,HDX,healthsites",0.61,784183691,Other,157.1479181582809
Unnamed Pharmacy,Pharmacy,5.6136399,-0.1959567,"OSM,HDX,healthsites",0.61,1251736937,Other,70.79048947545047
Unnamed Pharmacy,Pharmacy,5.613723,-0.1970549,"OSM,HDX,healthsites",0.61,1251736965,Other,70.73451470211903
Unnamed Pharmacy,Pharmacy,9.4070156,-0.8413305,"OSM,HDX,healthsites",0.61,1813427817,Other,104.0515945464262
Unnamed Pharmacy,Pharmacy,9.4549391,-0.8618576,"OSM,HDX,healthsites",0.61,1880284528,Other,98.87565413406614
Unnamed Pharmacy,Pharmacy,6.9822811,-2.38736,"OSM,HDX,healthsites",0.61,2189771725,Other,89.15180040921891
Unnamed Pharmacy,Pharmacy,6.1301195,0.7902956,"OSM,HDX,healthsites",0.61,2967647199,Other,79.97598598827021
Unnamed Pharmacy,Pharmacy,5.5698108,-0.2393468,"OSM,HDX,healthsites",0.61,3073535099,Other,73.6417071337508
Unnamed Pharmacy,Pharmacy,5.566578,-0.2150059,"OSM,HDX,healthsites",0.61,3109291372,Other,74.86001592574326
Unnamed Pharmacy,Pharmacy,6.7121104,-1.522454,"OSM,HDX,healthsites",0.61,4028748318,Other,40.778262231221376
Unnamed Pharmacy,Pharmacy,5.6238756,-0.2406312,"OSM,HDX,healthsites",0.61,4558008436,Other,67.9368272921612
Unnamed Pharmacy,Pharmacy,5.498851,-0.3669524,"OSM,HDX,healthsites",0.61,4771159343,Other,78.32892130563094
Unnamed Pharmacy,Pharmacy,6.6871482,-1.573681,"OSM,HDX,healthsites",0.61,4938323585,Other,45.6400957825986
Unnamed Pharmacy,Pharmacy,5.5695016,-0.1684745,"OSM,HDX,healthsites",0.61,5017201476,Other,76.47888739255187
Unnamed Pharmacy,Pharmacy,5.9986489,0.5951591,"OSM,HDX,healthsites",0.61,5087711022,Other,72.2978515750766
Unnamed Pharmacy,Pharmacy,5.652991,-0.1300362,"OSM,HDX,healthsites",0.61,5210012726,Other,70.14994471592128
Unnamed Pharmacy,Pharmacy,5.6828539,-0.1361645,"OSM,HDX,healthsites",0.61,5301563451,Other,66.95745937613825
Unnamed Pharmacy,Pharmacy,5.5593212,-0.2226058,"OSM,HDX,healthsites",0.61,5331310697,Other,75.33388792027941
Unnamed Pharmacy,Pharmacy,4.9206948,-1.7667953,"OSM,HDX,healthsites",0.61,5331770567,Other,160.55685511094862
Unnamed Pharmacy,Pharmacy,5.3094326,-1.996409,"OSM,HDX,healthsites",0.61,5359291446,Other,110.6059768412306
Unnamed Pharmacy,Pharmacy,6.1013264,1.1474524,"OSM,HDX,healthsites",0.61,5396300917,Other,117.09625145480318
Unnamed Pharmacy,Pharmacy,5.5316828,-0.7004953,"OSM,HDX,healthsites",0.61,5535380932,Other,79.36878461659433
Unnamed Pharmacy,Pharmacy,5.5835083,-0.1420238,"OSM,HDX,healthsites",0.61,5548620423,Other,76.30996467310284
Unnamed Pharmacy,Pharmacy,5.0162252,-1.6646342,"OSM,HDX,healthsites",0.61,5702634402,Other,157.70296208244235
Unnamed Pharmacy,Pharmacy,6.0269096,0.3754811,"OSM,HDX,healthsites",0.61,5718409412,Other,56.22439662711002
Unnamed Pharmacy,Pharmacy,5.6480385,-0.179018,"OSM,HDX,healthsites",0.61,5727975623,Other,68.09979037297961
Unnamed Pharmacy,Pharmacy,5.5823037,-0.2165687,"OSM,HDX,healthsites",0.61,5752205059,Other,73.16782086965203
Unnamed Pharmacy,Pharmacy,5.5477393,-0.3390086,"OSM,HDX,healthsites",0.61,5759224255,Other,73.39566470383036
Unnamed Pharmacy,Pharmacy,5.5555436,-0.3400994,"OSM,HDX,healthsites",0.61,5759607065,Other,72.52444457207118
Unnamed Pharmacy,Pharmacy,5.5372239,-0.4061125,"OSM,HDX,healthsites",0.61,5761487654,Other,73.72604632355495
Unnamed Pharmacy,Pharmacy,5.5396332,-0.4032044,"OSM,HDX,healthsites",0.61,5825259462,Other,73.48026358947398
Unnamed Pharmacy,Pharmacy,5.5709345,-0.2325917,"OSM,HDX,healthsites",0.61,5955240783,Other,73.76008207995451
Unnamed Pharmacy,Pharmacy,5.5875796,-0.2354186,"OSM,HDX,healthsites",0.61,5995822045,Other,71.9167059337225
Unnamed Pharmacy,Pharmacy,5.7907414,0.0027746,"OSM,HDX,healthsites",0.61,6019717391,Other,67.42633526818175
Unnamed Pharmacy,Pharmacy,5.8930467,0.985625,"OSM,HDX,healthsites",0.61,6032340907,Other,112.40603355951905
Unnamed Pharmacy,Pharmacy,5.6503333,-0.1503631,"OSM,HDX,healthsites",0.61,6110516415,Other,69.31317069470012
Unnamed Pharmacy,Pharmacy,5.5759148,-0.2086516,"OSM,HDX,healthsites",0.61,6195403488,Other,74.13727174542993
Unnamed Pharmacy,Pharmacy,5.6102627,-0.242815,"OSM,HDX,healthsites",0.73,6290813213,Other,69.2781301602881
Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,"OSM,HDX,healthsites",0.61,6299186460,Other,102.74813062568396
Unnamed Pharmacy,Pharmacy,6.456391,-2.3224632,"OSM,HDX,healthsites",0.72,6355598417,Other,35.24518545422587
Unnamed Pharmacy,Pharmacy,6.8636138,-2.4477957,"OSM,HDX,healthsites",0.61,6356540173,Other,75.4879667550276
Unnamed Pharmacy,Pharmacy,5.5364635,-0.2213445,"OSM,HDX,healthsites",0.61,6380664285,Other,77.77037585860809
Unnamed Pharmacy,Pharmacy,6.1083771,-0.0110179,"OSM,HDX,healthsites",0.61,6431460586,Other,46.21410297196087
Unnamed Pharmacy,Pharmacy,6.1209826,-0.0028942,"OSM,HDX,healthsites",0.61,6431468287,Other,44.5731927241278
Unnamed Pharmacy,Pharmacy,6.14357,0.0083981,"OSM,HDX,healthsites",0.61,6431496185,Other,41.78255825422699
Unnamed Pharmacy,Pharmacy,5.6170947,-0.0945573,"OSM,HDX,healthsites",0.61,6457590491,Other,75.56444133931643
